file_year,category,rank,name,year,high_school,city_state,position,receivingyards,receivingyardspergame,yardspercatch,receivingnum,receivinglong,receivingtdnum,gamesplayed
2019,"offense,receiving",170,Ethen Cluff,Senior,"American Leadership Academy (Queen Creek, AZ)","(Queen Creek, AZ)","WR, DB",1230,87.9,16.8,73,57,16,14
2019,"offense,receiving",171,Noah Gurule,Senior,Bloomfield (NM),(NM),"TE, CB",1229,102.4,18.3,67,67,13,12
2019,"offense,receiving",172,Caleb Profit,Senior,Hector (AR),(AR),,1227,122.7,23.6,52,64,9,10
2019,"offense,receiving",173,Kevin Sanchez,Senior,Pampa (TX),(TX),"WR, DB",1227,102.3,20.8,59,94,10,12
2019,"offense,receiving",174,Dallas Waller,Senior,Versailles (MO),(MO),"WR, DE",1227,122.7,13.1,94,,12,10
2019,"offense,receiving",175,Jay Wilkerson,Senior,"Midlothian Heritage (Midlothian, TX)","(Midlothian, TX)","WR, DB",1226,94.3,18.6,66,92,15,13
2019,"offense,receiving",176,Seth Pressley,Senior,"Chestatee (Gainesville, GA)","(Gainesville, GA)","WR, SS",1226,111.5,16.3,75,78,8,11
2019,"offense,receiving",177,AJ Delgado,Junior,"Eastwood (El Paso, TX)","(El Paso, TX)",,1225,111.4,15.3,80,69,9,11
2019,"offense,receiving",178,Regan Wilson,Senior,"Aloha (Beaverton, OR)","(Beaverton, OR)","WR, FS",1225,111.4,15.1,81,76,18,11
2019,"offense,receiving",179,Izaiah Moten,Senior,"Pine View (St. George, UT)","(St. George, UT)","WR, FS",1224,102.0,20.4,60,,12,12
2019,"offense,receiving",180,Ty Eilam,Senior,Sharon (PA),(PA),"WR, CB",1222,94.0,15.9,77,54,13,13
2019,"offense,receiving",181,Elijah Armentor,Senior,"Acadiana Christian (Lafayette, LA)","(Lafayette, LA)","WR, S",1221,101.8,18.0,68,83,15,12
2019,"offense,receiving",182,Zoe Roberts,Senior,"Taylor County (Perry, FL)","(Perry, FL)","WR, DB",1220,110.9,20.0,61,95,8,11
2019,"offense,receiving",183,Ej Comerford,Senior,"Parsippany Hills (Parsippany, NJ)","(Parsippany, NJ)","WR, LB",1220,93.8,16.3,75,75,14,13
2019,"offense,receiving",184,Jordan Williams,Sophomore,Etiwanda (CA),(CA),"WR, DB",1218,101.5,19.0,64,79,11,12
2019,"offense,receiving",185,Caleb Profitt,Senior,Hector (AR),(AR),"WR, FS",1217,121.7,23.9,51,69,18,10
2019,"offense,receiving",186,Sincere Brown,Senior,"First Baptist School (Charleston, SC)","(Charleston, SC)",WR,1216,110.5,22.9,53,67,10,11
2019,"offense,receiving",187,Da'wain Lofton,Junior,"North Side (Fort Worth, TX)","(Fort Worth, TX)","WR, FS",1216,121.6,22.1,55,79,15,10
2019,"offense,receiving",188,Braxton Hicks,Senior,"Rabun County (Tiger, GA)","(Tiger, GA)","WR, CB",1216,93.5,18.7,65,74,12,13
2019,"offense,receiving",189,Joey Hobert,Senior,"San Juan Hills (San Juan Capistrano, CA)","(San Juan Capistrano, CA)","WR, SS",1216,81.1,15.6,78,85,18,15
2019,"offense,receiving",190,Jacolby Williams,Senior,Baldwyn (MS),(MS),"WR, DB",1215,93.5,21.3,57,94,17,13
2019,"offense,receiving",191,Christian Lewis,Junior,Pleasant Grove (AL),(AL),"WR, QB",1215,93.5,19.6,62,66,17,13
2019,"offense,receiving",192,Ja'hari Mitchell,Senior,Shelby (NC),(NC),"WR, DB",1213,86.6,20.6,59,80,16,14
2019,"offense,receiving",193,Mac Dalena,Senior,"San Joaquin Memorial (Fresno, CA)","(Fresno, CA)","WR, DB",1212,86.6,17.6,69,,19,14
2019,"offense,receiving",194,Anthony Ballard,Junior,"Discovery (Lake Alfred, FL)","(Lake Alfred, FL)","WR, S",1209,109.9,20.8,58,65,14,11
2019,"offense,receiving",195,Adraean Lloyd,Junior,"Miller (Corpus Christi, TX)","(Corpus Christi, TX)","WR, FS",1208,92.9,20.8,58,65,11,13
2019,"offense,receiving",196,Deanza Duncan,Junior,"New Miami (Hamilton, OH)","(Hamilton, OH)","WR, CB",1205,109.5,34.4,35,78,18,11
2019,"offense,receiving",197,Noah Kjar,Junior,"Corner Canyon (Draper, UT)","(Draper, UT)","WR, LB",1205,86.1,16.7,72,67,12,14
2019,"offense,receiving",198,Aldo Ambriz,Senior,Williams (CA),(CA),"DB, WR",1205,109.5,16.1,75,57,8,11
2019,"offense,receiving",199,Clay Petry,Junior,"Bishop's (La Jolla, CA)","(La Jolla, CA)",,1204,92.6,17.7,68,72,14,13
2019,"offense,receiving",200,Colbey Nosworthy,Senior,Coeur d'Alene (ID),(ID),"WR, S",1204,100.3,15.1,80,80,15,12
2019,"offense,receiving",101,Tj Ferch,Senior,Clifton (TX),(TX),"WR, FS",1341,111.8,17.2,78,74,16,12
2019,"offense,receiving",102,Gavin Bess,Junior,"Lighthouse Christian (Springfield, MO)","(Springfield, MO)","SB, SS",1340,103.1,13.4,100,43,21,13
2019,"offense,receiving",103,Coby Cavil,Senior,Red Oak (TX),(TX),WR,1339,103.0,19.1,70,99,17,13
2019,"offense,receiving",104,Rodney Mcday,Junior,"T.C. Roberson (Asheville, NC)","(Asheville, NC)",WR,1334,111.2,13.6,98,85,12,12
2019,"offense,receiving",105,Marquis Ashley,Senior,Norco (CA),(CA),"WR, CB",1333,121.2,27.8,48,78,18,11
2019,"offense,receiving",106,Jeremiah Noga,Junior,"Hidden Valley (Grants Pass, OR)","(Grants Pass, OR)",WR,1331,102.4,17.5,76,67,15,13
2019,"offense,receiving",107,Jacob Smith,Senior,"Brazos Christian (Bryan, TX)","(Bryan, TX)","WR, CB",1329,110.8,16.4,81,,17,12
2019,"offense,receiving",108,Carson Callaway,Senior,"Metro Christian (Tulsa, OK)","(Tulsa, OK)","WR, DB",1328,88.5,22.1,60,91,17,15
2019,"offense,receiving",109,Junior Alexander,Junior,"Kennedy Catholic (Burien, WA)","(Burien, WA)","WR, FS",1328,110.7,19.8,67,43,24,12
2019,"offense,receiving",110,James Odom,Senior,"Workman (City of Industry, CA)","(City of Industry, CA)","WR, CB",1328,120.7,17.5,76,94,9,11
2019,"offense,receiving",111,Bo Kroenke,Senior,Lincoln (MO),(MO),"WR, CB",1327,94.8,17.2,77,72,19,14
2019,"offense,receiving",112,Demetress Williams,Senior,Maumelle (AR),(AR),"FS, WR",1326,120.5,21.4,62,90,18,11
2019,"offense,receiving",113,Rome Odunze,Senior,"Bishop Gorman (Las Vegas, NV)","(Las Vegas, NV)",WR,1322,110.2,22.8,58,93,16,12
2019,"offense,receiving",114,Diavonni Daley,Senior,Shelby (NC),(NC),WR,1319,87.9,19.4,68,91,16,15
2019,"offense,receiving",115,Trevor Collins,Senior,"Brazos Christian (Bryan, TX)","(Bryan, TX)","RB, FS",1319,109.9,15.7,84,70,13,12
2019,"offense,receiving",116,Jayln Marks,Senior,"City View (Wichita Falls, TX)","(Wichita Falls, TX)",ATH,1315,131.5,26.3,50,,25,10
2019,"offense,receiving",117,Dwight Mcglothern jr,Senior,"Klein Oak (Spring, TX)","(Spring, TX)","CB, WR",1307,100.5,19.8,66,82,18,13
2019,"offense,receiving",118,Ian Sheehan,Senior,"Neshaminy (Langhorne, PA)","(Langhorne, PA)","WR, FS",1307,130.7,19.8,66,80,15,10
2019,"offense,receiving",119,Anthony Bland,Senior,Stillwater (OK),(OK),WR,1304,108.7,13.0,100,67,21,12
2019,"offense,receiving",120,Titus Lyons,Junior,Pottsboro (TX),(TX),,1303,81.4,17.4,75,40,17,16
2019,"offense,receiving",121,Ryan Acosta,Senior,"Americas (El Paso, TX)","(El Paso, TX)",,1301,108.4,15.7,83,55,9,12
2019,"offense,receiving",122,Sam Horneck,Senior,Conifer (CO),(CO),"WR, CB",1292,107.7,25.8,50,95,12,12
2019,"offense,receiving",123,Harrison Truitt,Senior,West Lafayette (IN),(IN),WR,1292,107.7,17.9,72,71,19,12
2019,"offense,receiving",124,Jon Hernandez,Senior,"Coronado (Lubbock, TX)","(Lubbock, TX)","WR, CB",1291,107.6,16.8,77,73,14,12
2019,"offense,receiving",125,Kris Hutson,Senior,"St. John Bosco (Bellflower, CA)","(Bellflower, CA)",WR,1290,92.1,18.7,69,65,15,14
2019,"offense,receiving",126,Josh Downs,Senior,"North Gwinnett (Suwanee, GA)","(Suwanee, GA)","WR, CB",1290,99.2,15.5,83,35,14,13
2019,"offense,receiving",127,Montana Lemonious-craig,Senior,Inglewood (CA),(CA),"WR, FS",1289,99.2,28.6,45,73,23,13
2019,"offense,receiving",128,Ryan Lindley,Senior,"Westlake (Austin, TX)","(Austin, TX)",WR,1289,80.6,12.8,101,56,20,16
2019,"offense,receiving",129,Thomas Zednik,Junior,Johnston (RI),(RI),,1288,117.1,21.1,61,70,15,11
2019,"offense,receiving",130,Donta Hayes,Senior,"Parkland (El Paso, TX)","(El Paso, TX)",WR,1287,107.3,19.5,66,83,19,12
2019,"offense,receiving",131,Jordan Hudson,Sophomore,Garland (TX),(TX),WR,1285,128.5,16.1,80,34,19,10
2019,"offense,receiving",132,Ty Moore,Senior,Lorena (TX),(TX),"WR, K",1283,128.3,23.3,55,80,15,10
2019,"offense,receiving",133,Devin Smith,Senior,"Riverside-Durham (Durham, NC)","(Durham, NC)","RB, SB",1281,106.8,19.7,65,74,21,12
2019,"offense,receiving",134,Jace Nicholson,Senior,Sallisaw (OK),(OK),"WR, OLB",1280,106.7,17.3,74,71,11,12
2019,"offense,receiving",135,Tyler Carey,Senior,"Foothill (Palo Cedro, CA)","(Palo Cedro, CA)","WR, RB",1279,106.6,21.0,61,66,14,12
2019,"offense,receiving",136,Khiyon Wafer,Senior,"Independence (Frisco, TX)","(Frisco, TX)","WR, WR",1277,98.2,19.6,65,,21,13
2019,"offense,receiving",137,Isaiah Ellis,Sophomore,Porterville (CA),(CA),"TB, FS",1275,106.3,22.8,56,69,9,12
2019,"offense,receiving",138,Jacob Paradee,Senior,"Central A & M (Moweaqua, IL)","(Moweaqua, IL)","WR, DB",1274,98.0,24.5,52,,19,13
2019,"offense,receiving",139,Montigo Moss,Senior,"Fork Union Military Academy (Fork Union, VA)","(Fork Union, VA)",WR,1274,127.4,22.4,57,82,15,10
2019,"offense,receiving",140,Moose Muhammad iii,Senior,"Myers Park (Charlotte, NC)","(Charlotte, NC)","WR, FS",1270,115.5,20.2,63,,17,11
2019,"offense,receiving",141,Noble Johnson,Freshman,"Parke Heritage (Rockville, IN)","(Rockville, IN)","WR, DB",1270,105.8,16.3,78,80,17,12
2019,"offense,receiving",142,Corey Dyches,Senior,"Potomac (Oxon Hill, MD)","(Oxon Hill, MD)","WR, CB",1265,97.3,24.8,51,90,19,13
2019,"offense,receiving",143,Xavi Rodriguez,Senior,Zapata (TX),(TX),"QB, WR",1260,114.5,14.7,86,,10,11
2019,"offense,receiving",144,Blaze Munoz,Senior,"Metro Christian (Tulsa, OK)","(Tulsa, OK)","WR, DB",1259,83.9,21.7,58,99,13,15
2019,"offense,receiving",145,Mario Minor,Senior,Monrovia (CA),(CA),"WR, FS",1259,104.9,20.0,63,89,14,12
2019,"offense,receiving",146,Semaj Clark,Senior,Lower Lake (CA),(CA),"DB, WR",1258,114.4,20.3,62,80,19,11
2019,"offense,receiving",147,Cameron Bonner,Junior,"St. Thomas Catholic (Houston, TX)","(Houston, TX)","WR, CB",1255,96.5,25.1,50,94,12,13
2019,"offense,receiving",148,Kolbe Meek,Senior,"Cedar (Cedar City, UT)","(Cedar City, UT)","RB, CB",1254,114.0,22.0,57,80,13,11
2019,"offense,receiving",149,Daryn Mcknight,Senior,"Steele (Cibolo, TX)","(Cibolo, TX)",,1254,125.4,17.7,71,80,13,10
2019,"offense,receiving",150,Sawyer Drake,Senior,"Union County (Blairsville, GA)","(Blairsville, GA)","WR, CB",1253,104.4,16.1,78,75,10,12
2019,"offense,receiving",51,Jayden Cornell,Junior,Kenton (OH),(OH),"WR, FS",1484,134.9,17.5,85,,20,11
2019,"offense,receiving",52,Orion Peters,Junior,Inglewood (CA),(CA),"WR, CB",1478,113.7,29.6,50,95,18,13
2019,"offense,receiving",53,Toby Willis,Senior,"Verdigris (Claremore, OK)","(Claremore, OK)","WR, CB",1472,113.2,20.7,71,45,22,13
2019,"offense,receiving",54,Loic Fouonji,Senior,"Midland Lee (Midland, TX)","(Midland, TX)","WR, K",1468,112.9,20.1,73,74,22,13
2019,"offense,receiving",55,DJ Harvey,Junior,"Sierra Canyon (Chatsworth, CA)","(Chatsworth, CA)","WR, CB",1465,91.6,17.4,84,73,7,16
2019,"offense,receiving",56,Kristopher Koontz,Senior,La Habra (CA),(CA),"WR, SB",1464,112.6,20.1,73,75,17,13
2019,"offense,receiving",57,Caine Savage,Senior,"Western (Anaheim, CA)","(Anaheim, CA)","WR, CB",1464,133.1,15.3,96,85,14,11
2019,"offense,receiving",58,Tyler Davis,Junior,"Triway (Wooster, OH)","(Wooster, OH)","WR, DB",1464,146.4,14.4,102,42,16,10
2019,"offense,receiving",59,Matthew Jones,Junior,"Eastlake (El Paso, TX)","(El Paso, TX)",WR,1463,146.3,12.7,115,74,14,10
2019,"offense,receiving",60,Aaron Holloway,Junior,"Legacy (North Las Vegas, NV)","(North Las Vegas, NV)","WR, S",1462,132.9,22.5,65,70,14,11
2019,"offense,receiving",61,Elijah Ervin,Senior,"Desert Vista (Phoenix, AZ)","(Phoenix, AZ)","WR, CB",1459,112.2,23.2,63,80,18,13
2019,"offense,receiving",62,Gee Scott Jr.,Senior,"Eastside Catholic (Sammamish, WA)","(Sammamish, WA)",WR,1453,111.8,19.1,76,87,15,13
2019,"offense,receiving",63,Harim Reynolds,Senior,"Highlands (North Highlands, CA)","(North Highlands, CA)","WR, DB",1451,131.9,30.2,48,80,18,11
2019,"offense,receiving",64,Eric Mcalister jr.,Junior,Azle (TX),(TX),WR,1451,120.9,23.8,61,83,23,12
2019,"offense,receiving",65,Tommy Hauser,Junior,Post Falls (ID),(ID),WR,1448,144.8,18.8,77,,17,10
2019,"offense,receiving",66,Landon Stevens,Senior,"East Surry (Pilot Mountain, NC)","(Pilot Mountain, NC)","WR, CB",1443,96.2,24.1,60,80,21,15
2019,"offense,receiving",67,Tyler Cherry,Senior,"Wren (Piedmont, SC)","(Piedmont, SC)","WR, RB",1443,96.2,17.2,84,85,26,15
2019,"offense,receiving",68,Jack Clinkenbeard,Junior,"Glendale (Springfield, MO)","(Springfield, MO)",WR,1439,119.9,14.8,97,77,10,12
2019,"offense,receiving",69,Cameron Everts,Senior,Lampasas (TX),(TX),"SB, FS",1438,95.9,16.0,90,63,10,15
2019,"offense,receiving",70,Tristin Duncan,Junior,Effingham (IL),(IL),WR,1436,110.5,20.5,70,64,14,13
2019,"offense,receiving",71,Braxton Mcdonald,Junior,Artesia (NM),(NM),SB,1435,119.6,18.4,78,91,22,12
2019,"offense,receiving",72,Emeka Egbuka,Junior,Steilacoom (WA),(WA),"WR, DB",1427,101.9,22.0,65,99,22,14
2019,"offense,receiving",73,JJ Henry,Junior,"McKinney North (McKinney, TX)","(McKinney, TX)",,1419,118.3,20.0,71,,16,12
2019,"offense,receiving",74,Caleb Burke,Senior,"Richland (Johnstown, PA)","(Johnstown, PA)","ATH, FS",1417,101.2,19.7,72,89,23,14
2019,"offense,receiving",75,Kreed Stubbs,Junior,Atkins (AR),(AR),"WR, DB",1413,117.8,22.8,62,88,24,12
2019,"offense,receiving",76,Miguel Flores,Senior,"Pharr-San Juan-Alamo (San Juan, TX)","(San Juan, TX)",WR,1412,128.4,15.5,91,82,15,11
2019,"offense,receiving",77,Layton Harris,Senior,Decatur (TX),(TX),"WR, CB",1411,108.5,20.2,70,75,17,13
2019,"offense,receiving",78,Adam Fogg,Senior,"Vista Ridge (Cedar Park, TX)","(Cedar Park, TX)",WR,1411,128.3,17.2,82,61,16,11
2019,"offense,receiving",79,Davis Clemmons,Senior,"Broughton (Raleigh, NC)","(Raleigh, NC)",WR,1411,128.3,16.0,88,86,10,11
2019,"offense,receiving",80,Colby Wagner,Senior,"Manheim Central (Manheim, PA)","(Manheim, PA)","WR, CB",1409,117.4,19.6,72,75,12,12
2019,"offense,receiving",81,Tyrie Tipton,Senior,"Monterey (Lubbock, TX)","(Lubbock, TX)",WR,1393,126.6,19.6,71,92,12,11
2019,"offense,receiving",82,Taliq Brown,Senior,"Murrieta Valley (Murrieta, CA)","(Murrieta, CA)","WR, DB",1391,126.5,18.1,77,97,14,11
2019,"offense,receiving",83,Brent Carr,Senior,"West Laurens (Dexter, GA)","(Dexter, GA)","TE, WR",1387,106.7,16.5,84,80,8,13
2019,"offense,receiving",84,Elijhah Badger,Senior,Folsom (CA),(CA),"WR, DB",1386,115.5,17.5,79,86,20,12
2019,"offense,receiving",85,Cody Jackson,Junior,"Foster (Richmond, TX)","(Richmond, TX)","WR, QB",1370,105.4,21.4,64,80,18,13
2019,"offense,receiving",86,Silas Starr,Senior,"Central Catholic (Portland, OR)","(Portland, OR)","WR, DB",1361,104.7,22.3,61,65,13,13
2019,"offense,receiving",87,Jalin Hyatt,Senior,"Dutch Fork (Irmo, SC)","(Irmo, SC)",WR,1361,90.7,20.6,66,80,26,15
2019,"offense,receiving",88,Christian Marshall,Junior,Wimberley (TX),(TX),"WR, CB",1360,85.0,20.9,65,56,18,16
2019,"offense,receiving",89,Ty Lindenman,Senior,"Shawnee Mission Northwest (Shawnee Mission, KS)","(Shawnee Mission, KS)","RB, WR",1358,135.8,19.4,70,78,16,10
2019,"offense,receiving",90,Logan Kyle,Senior,"Tomball Memorial (Tomball, TX)","(Tomball, TX)",WR,1356,113.0,15.4,88,80,16,12
2019,"offense,receiving",91,Joey Hill,Senior,Pampa (TX),(TX),WR,1354,112.8,16.7,81,91,18,12
2019,"offense,receiving",92,Jaylon Porter,Senior,Lampasas (TX),(TX),"WR, CB",1352,90.1,20.2,67,84,20,15
2019,"offense,receiving",93,Jayden Dixon-veal,Senior,Rancho Cucamonga (CA),(CA),WR,1352,104.0,14.9,91,58,13,13
2019,"offense,receiving",94,Tedy Afful,Senior,"DePaul Catholic (Wayne, NJ)","(Wayne, NJ)",WR,1349,122.6,25.0,54,,9,11
2019,"offense,receiving",95,Tanner Leonard,Senior,Searcy (AR),(AR),WR,1348,103.7,16.2,83,80,11,13
2019,"offense,receiving",96,Zavier Short,Sophomore,Chapin (SC),(SC),WR,1346,122.4,16.4,82,,17,11
2019,"offense,receiving",97,Reginald Alvin iii,Senior,"Dr. Krop (Miami, FL)","(Miami, FL)","WR, DB",1342,134.2,29.8,45,80,15,10
2019,"offense,receiving",98,Chase Jackson,Junior,Choctaw (OK),(OK),ATH,1342,111.8,24.0,56,,15,12
2019,"offense,receiving",99,Myles Taylor,Junior,"Williams Field (Gilbert, AZ)","(Gilbert, AZ)","WR, FS",1342,95.9,22.4,60,80,16,14
2019,"offense,receiving",100,Dominic Arango-serna,Sophomore,Canoga Park (CA),(CA),"WR, DB",1341,89.4,22.0,61,77,15,15
2018,"offense,receiving",351,Tim Williams,Senior,Searcy (AR),(AR),WR,1068,89.0,16.2,66,82,14,12
2018,"offense,receiving",352,Chandler Monahan,Senior,"Lassen (Susanville, CA)","(Susanville, CA)","WR, CB",1067,88.9,19.1,56,99,14,12
2018,"offense,receiving",353,Kyle Vernelson,Junior,Sullivan (IN),(IN),"WR, DB",1067,88.9,15.7,68,68,15,12
2018,"offense,receiving",354,Diamonte Francois,Senior,"Pflugerville Connally (Austin, TX)","(Austin, TX)","WR, SS",1067,106.7,12.3,87,87,8,10
2018,"offense,receiving",355,Blake Carroll,Senior,"Delphi Community (Delphi, IN)","(Delphi, IN)","WR, FS",1066,106.6,21.8,49,71,17,10
2018,"offense,receiving",356,Keedrik Murray,Junior,Clearwater (FL),(FL),"SB, CB",1066,96.9,18.4,58,68,12,11
2018,"offense,receiving",357,Justin Haase,Senior,Puyallup (WA),(WA),WR,1065,81.9,19.4,55,73,15,13
2018,"offense,receiving",358,Caleb Cooley,Senior,"Pleasant Valley (Chico, CA)","(Chico, CA)","WR, CB",1064,96.7,23.6,45,61,15,11
2018,"offense,receiving",359,Samario Rudolph,Senior,"Cottage Hill Christian Academy (Mobile, AL)","(Mobile, AL)","WR, CB",1064,133.0,20.5,52,82,15,8
2018,"offense,receiving",360,Trey Sanders,Sophomore,"Lakeside (Sibley, LA)","(Sibley, LA)","WR, DB",1063,96.6,20.1,53,81,12,11
2018,"offense,receiving",361,Kyle Torgerson,Senior,Great Falls (MT),(MT),"WR, CB",1063,96.6,17.7,60,62,12,11
2018,"offense,receiving",362,Bryan Cuevas,Senior,Woodlake (CA),(CA),WR,1063,81.8,14.8,72,75,16,13
2018,"offense,receiving",363,Keon Brickens,Senior,"Denver North (Denver, CO)","(Denver, CO)","CB, WR",1062,118.0,26.6,40,79,13,9
2018,"offense,receiving",364,Jake Landry,Senior,"El Toro (Lake Forest, CA)","(Lake Forest, CA)","CB, WR",1062,106.2,22.1,48,70,11,10
2018,"offense,receiving",365,Logan Snyder,Junior,"Penns Valley Area (Spring Mills, PA)","(Spring Mills, PA)","TE, LB",1061,88.4,14.0,76,77,10,12
2018,"offense,receiving",366,Welton Spottsville,Senior,Havelock (NC),(NC),"WR, FS",1060,81.5,20.8,51,94,13,13
2018,"offense,receiving",367,Mac Dalena,Junior,"San Joaquin Memorial (Fresno, CA)","(Fresno, CA)","WR, DB",1060,70.7,18.3,58,,16,15
2018,"offense,receiving",368,Kyle Mcnamara,Junior,"Damonte Ranch (Reno, NV)","(Reno, NV)","WR, FS",1060,81.5,18.0,59,80,15,13
2018,"offense,receiving",369,Ed Magee,Senior,Kentwood (LA),(LA),"WR, CB",1059,75.6,23.5,45,55,8,14
2018,"offense,receiving",370,Jack Wathen,Senior,"Skyline (Longmont, CO)","(Longmont, CO)","WR, OLB",1059,75.6,16.3,65,83,12,14
2018,"offense,receiving",371,John Guaimano,Senior,Cedar Grove (NJ),(NJ),"WR, CB",1058,105.8,15.3,69,78,13,10
2018,"offense,receiving",372,Jacob Nolan,Senior,Saranac (NY),(NY),"RB, OLB",1057,117.4,18.5,57,99,10,9
2018,"offense,receiving",373,Bryan Dworek,Senior,Brookville (PA),(PA),"WR, S",1057,132.1,14.7,72,76,10,8
2018,"offense,receiving",374,Logan Loya,Junior,"Orange Lutheran (Orange, CA)","(Orange, CA)","DB, WR",1057,96.1,14.5,73,,11,11
2018,"offense,receiving",375,Daniel Annibalini,Senior,Waterford (CT),(CT),"WR, SS",1055,105.5,22.9,46,76,8,10
2018,"offense,receiving",376,Jaleel Walker,Junior,"Cesar Chavez (Laveen, AZ)","(Laveen, AZ)","WR, FS",1054,95.8,19.5,54,93,9,11
2018,"offense,receiving",377,Kodee Gifford,Senior,Yelm (WA),(WA),"WR, CB",1054,95.8,19.5,54,78,11,11
2018,"offense,receiving",378,Colton Reeves,Senior,Colfax (CA),(CA),"WR, DB",1053,75.2,21.5,49,,12,14
2018,"offense,receiving",379,Cody Jackson,Sophomore,"Foster (Richmond, TX)","(Richmond, TX)",QB,1053,81.0,18.5,57,82,12,13
2018,"offense,receiving",380,Dawson Snyder,Senior,"Shade (Cairnbrook, PA)","(Cairnbrook, PA)","WR, CB",1053,81.0,14.8,71,65,12,13
2018,"offense,receiving",381,Dominick Blaylock,Senior,"Walton (Marietta, GA)","(Marietta, GA)",WR,1052,95.6,17.5,60,,8,11
2018,"offense,receiving",382,Kasen Kinchen,Junior,Lake Stevens (WA),(WA),"DB, WR",1051,75.1,21.0,50,74,13,14
2018,"offense,receiving",383,Kody Griffis,Senior,"South Tahoe (South Lake Tahoe, CA)","(South Lake Tahoe, CA)","WR, FS",1051,131.4,14.2,74,43,12,8
2018,"offense,receiving",384,Bryan Dyson,Sophomore,"Arizona College Prep (Chandler, AZ)","(Chandler, AZ)","WR, DB",1050,116.7,24.4,43,99,11,9
2018,"offense,receiving",385,Conner Zetterberg,Junior,"Cascade Christian (Puyallup, WA)","(Puyallup, WA)","WR, CB",1050,116.7,24.4,43,82,12,9
2018,"offense,receiving",386,Aydan White,Junior,"Christ School (Arden, NC)","(Arden, NC)","WR, CB",1049,95.4,17.5,60,34,11,11
2018,"offense,receiving",387,Kendrion Johnson,Senior,Whitehouse (TX),(TX),"WR, TE",1048,95.3,19.1,55,85,11,11
2018,"offense,receiving",388,Dezmond Caldwell,Sophomore,"Freedom (Morganton, NC)","(Morganton, NC)","ATH, WR",1048,87.3,19.1,55,,,12
2018,"offense,receiving",389,J.t. Turner,Freshman,Montgomery (LA),(LA),"RB, CB",1047,95.2,23.3,45,99,17,11
2018,"offense,receiving",390,John-michael Riley,Senior,"Bob Jones (Madison, AL)","(Madison, AL)","WR, P",1047,116.3,19.0,55,80,11,9
2018,"offense,receiving",391,"Shane R. Dailey, Jr.",Senior,"Bellevue West (Bellevue, NE)","(Bellevue, NE)","WR, CB",1046,87.2,20.9,50,64,13,12
2018,"offense,receiving",392,Zach Simpson,Senior,"Jackson Christian (Jackson, TN)","(Jackson, TN)","WR, DE",1046,95.1,18.0,58,87,9,11
2018,"offense,receiving",393,Cody Dobbs,Senior,"Yellville-Summit (Yellville, AR)","(Yellville, AR)","WR, DB",1044,104.4,22.7,46,80,2,10
2018,"offense,receiving",394,Jacob Hunsinger,Senior,Hazleton (PA),(PA),"WR, FS",1044,87.0,20.5,51,77,11,12
2018,"offense,receiving",395,Marquez Bell,Junior,"Columbia (Lake City, FL)","(Lake City, FL)",WR,1044,94.9,20.1,52,71,13,11
2018,"offense,receiving",396,Daniel Jackson,Junior,"Steele (Cibolo, TX)","(Cibolo, TX)",WR,1044,87.0,15.8,66,36,8,12
2018,"offense,receiving",397,Gabriel Dorame,Senior,Ruidoso (NM),(NM),"WR, CB",1044,94.9,10.7,98,48,7,11
2018,"offense,receiving",398,Jahvell Johnson-humphrey,Senior,"George Washington (Denver, CO)","(Denver, CO)","WR, CB",1043,104.3,20.5,51,97,13,10
2018,"offense,receiving",399,Cy Bullerman,Senior,Aurora (NE),(NE),"WR, SS",1043,80.2,19.7,53,57,11,13
2018,"offense,receiving",400,Cade Knutson,Senior,West Linn (OR),(OR),WR,1043,86.9,16.8,62,78,10,12
2018,"offense,receiving",401,Jelani Warren,Senior,"Bishop O'Dowd (Oakland, CA)","(Oakland, CA)","WR, CB",1042,80.2,21.7,48,81,18,13
2018,"offense,receiving",402,Logan Blankenberg,Senior,"Wayne (Ontario Center, NY)","(Ontario Center, NY)","WR, CB",1042,104.2,21.3,49,,15,10
2018,"offense,receiving",403,Braxton Hicks,Junior,"Rabun County (Tiger, GA)","(Tiger, GA)","WR, CB",1042,80.2,18.9,55,65,14,13
2018,"offense,receiving",404,Alex Gonzales,Junior,Eastland (TX),(TX),"WR, OLB",1042,94.7,17.1,61,93,10,11
2018,"offense,receiving",405,Kai Smith,Senior,Diamond Bar (CA),(CA),WR,1042,104.2,16.8,62,80,10,10
2018,"offense,receiving",406,Jonathan Gordon,Senior,"Francis Parker (San Diego, CA)","(San Diego, CA)","WR, DB",1041,80.1,24.2,43,74,15,13
2018,"offense,receiving",407,Cassius Savage,Junior,"Western (Anaheim, CA)","(Anaheim, CA)","WR, FS",1041,69.4,17.6,59,62,15,15
2018,"offense,receiving",408,Conor Messier,Senior,"Prospect (Saratoga, CA)","(Saratoga, CA)","WR, CB",1041,104.1,17.4,60,,11,10
2018,"offense,receiving",409,Jaylen Todd,Senior,"Bolsa Grande (Garden Grove, CA)","(Garden Grove, CA)","WR, SS",1041,104.1,15.3,68,65,11,10
2018,"offense,receiving",410,Monte Zufelt,Senior,Emmett (ID),(ID),"WR, S",1041,130.1,13.7,76,75,8,8
2018,"offense,receiving",411,Dony Givens,Senior,"Jones (Beeville, TX)","(Beeville, TX)",WR,1040,94.5,18.2,57,65,17,11
