file_year,category,rank,name,year,high_school,city_state,position,passingyards,passingyardspergame,passingcomp,passingatt,completionpercentage,passingtd,passingint,qbrating,gamesplayed
2019,"offense,passing",200,Lane Voytik,Senior,Sharon (PA),(PA),QB,3042,234.0,230,369,.623,31,6,109.6,13
2019,"offense,passing",201,Mason Drake,Senior,Perry (OK),(OK),QB,3035,275.9,203,332,.611,35,12,111.2,11
2019,"offense,passing",202,Lohgan Muasau,Junior,"Eastside Catholic (Sammamish, WA)","(Sammamish, WA)",QB,3035,233.5,183,278,.658,33,9,128.5,13
2019,"offense,passing",203,Dustin Noller,Senior,"Mallard Creek (Charlotte, NC)","(Charlotte, NC)",QB,3034,252.8,208,349,.596,29,8,106.1,12
2019,"offense,passing",204,Keyaun Johnson,Junior,"Woodland (Dorchester, SC)","(Dorchester, SC)",QB,3032,252.7,201,334,.602,35,6,117.5,12
2019,"offense,passing",205,Cy Belcher,Junior,Windthorst (TX),(TX),"QB, DB",3031,233.2,245,382,.641,35,11,107.1,13
2019,"offense,passing",206,Zyquez Perryman,Junior,Pleasant Grove (AL),(AL),"QB, WR",3027,232.8,178,262,.679,35,9,132.1,13
2019,"offense,passing",207,Kenneth Harrington,Senior,The Colony (TX),(TX),QB,3024,302.4,216,311,.695,36,4,133.7,10
2019,"offense,passing",208,Austin Seymour,Senior,"South Paulding (Douglasville, GA)","(Douglasville, GA)",QB,3016,251.3,236,388,.608,33,10,102.8,12
2019,"offense,passing",209,Brecht Heuchan,Senior,"Maclay (Tallahassee, FL)","(Tallahassee, FL)",QB,3016,274.2,156,251,.622,33,8,130.2,11
2019,"offense,passing",210,Chandler Pittman,Junior,Magee (MS),(MS),"QB, DB",3012,215.1,202,279,.724,26,10,123.5,14
2019,"offense,passing",211,Chris Andrade,Senior,"El Rancho (Pico Rivera, CA)","(Pico Rivera, CA)",QB,3011,250.9,196,310,.632,29,14,107.6,12
2019,"offense,passing",212,Luke Cohn,Senior,"Trinity Prep (Winter Park, FL)","(Winter Park, FL)",QB,3010,301.0,187,306,.611,35,9,119.9,10
2019,"offense,passing",213,Alex Thole,Junior,Schoolcraft (MI),(MI),"QB, CB",3004,250.3,146,200,.730,38,3,148.3,12
2019,"offense,passing",214,Amon Conrad,Senior,"West Stokes (King, NC)","(King, NC)","QB, RB",3002,200.1,173,278,.622,31,10,121.1,15
2019,"offense,passing",215,Sean Cooney,Senior,"Oceanside Collegiate Academy (Mt. Pleasant, SC)","(Mt. Pleasant, SC)",QB,3002,230.9,172,279,.616,32,6,127.6,13
2019,"offense,passing",216,Trent Butler,Senior,Reseda (CA),(CA),QB,3001,200.1,157,269,.584,27,6,121.4,15
2019,"offense,passing",217,Hunter Costlow,Senior,"Jones County (Gray, GA)","(Gray, GA)",QB,3000,214.3,224,341,.657,29,4,116.9,14
2019,"offense,passing",218,Ceasar Ayala,Senior,"Eisenhower (Rialto, CA)","(Rialto, CA)",QB,2995,249.6,185,302,.613,32,10,116.0,12
2019,"offense,passing",219,Cole Spencer,Junior,"Pine-Richland (Gibsonia, PA)","(Gibsonia, PA)","QB, SS",2994,249.5,214,315,.679,36,6,128.5,12
2019,"offense,passing",220,Brooks Blount,Senior,"Waukesha West (Waukesha, WI)","(Waukesha, WI)",QB,2994,249.5,213,338,.630,32,8,113.2,12
2019,"offense,passing",221,Josh Erbacher,Senior,"Billings West (Billings, MT)","(Billings, MT)",QB,2994,272.2,173,250,.692,29,5,140.0,11
2019,"offense,passing",222,Kellan Stahl,Sophomore,"Richland (Johnstown, PA)","(Johnstown, PA)","QB, FS",2993,213.8,160,277,.578,43,7,124.3,14
2019,"offense,passing",223,Colton Laughlin,Senior,Mangum (OK),(OK),"QB, FS",2990,249.2,154,242,.636,28,8,131.4,12
2019,"offense,passing",224,Austin Kolb,Junior,"Desert Ridge (Mesa, AZ)","(Mesa, AZ)",QB,2980,248.3,214,347,.617,22,11,97.2,12
2019,"offense,passing",225,Buddy Gaston,Junior,"Robinson (Little Rock, AR)","(Little Rock, AR)","QB, P",2980,198.7,180,297,.606,44,8,122.8,15
2019,"offense,passing",226,Blaise Wittschen,Senior,"Har-Ber (Springdale, AR)","(Springdale, AR)",QB,2980,248.3,174,307,.567,34,10,113.1,12
2019,"offense,passing",227,Sam Whitney,Junior,"Mira Costa (Manhattan Beach, CA)","(Manhattan Beach, CA)",QB,2978,270.7,214,364,.588,30,13,97.8,11
2019,"offense,passing",228,Jordan Freyou,Junior,"Acadiana Christian (Lafayette, LA)","(Lafayette, LA)",QB,2978,248.2,197,380,.518,34,17,89.1,12
2019,"offense,passing",229,Cael Welker,Junior,Jackson (MO),(MO),QB,2976,212.6,205,306,.670,41,5,131.2,14
2019,"offense,passing",230,Ryan Pettway,Senior,"Woodrow Wilson (Long Beach, CA)","(Long Beach, CA)",QB,2976,248.0,144,206,.699,41,2,148.0,12
2019,"offense,passing",231,Will Gatzemeyer,Senior,"Bancroft-Rosalie/Lyons-Decatur Northeast (Bancroft, NE)","(Bancroft, NE)","QB, FS",2972,247.7,162,279,.581,33,1,132.8,12
2019,"offense,passing",232,Jerry Johnson,Senior,Pittsburg (CA),(CA),QB,2971,228.5,192,338,.568,34,7,110.9,13
2019,"offense,passing",233,Caleb Carrillo,Junior,Farmington (NM),(NM),QB,2968,296.8,199,296,.672,35,9,126.6,10
2019,"offense,passing",234,Rj Maria,Senior,"Pacifica (Oxnard, CA)","(Oxnard, CA)",QB,2968,185.5,171,268,.638,37,6,131.7,16
2019,"offense,passing",235,Cade Polter,Senior,"Fairview (Sherwood, OH)","(Sherwood, OH)",QB,2967,247.3,238,358,.665,34,7,115.5,12
2019,"offense,passing",236,Gage Guardiola,Senior,Ruidoso (NM),(NM),"QB, DB",2962,246.8,201,388,.518,25,19,78.1,12
2019,"offense,passing",237,Dominique Anthony,Senior,"Potomac (Oxon Hill, MD)","(Oxon Hill, MD)",QB,2962,227.8,156,275,.567,38,6,124.7,13
2019,"offense,passing",238,Nick Hernandez,Senior,Monrovia (CA),(CA),"QB, FS",2961,246.8,170,265,.642,33,6,132.2,12
2019,"offense,passing",239,Jeff Chaplin,Senior,"Morris Catholic (Denville, NJ)","(Denville, NJ)",QB,2955,268.6,192,338,.568,36,13,105.3,11
2019,"offense,passing",240,Tucker Yarbrough,Senior,Manvel (TX),(TX),QB,2955,211.1,191,320,.597,40,4,124.7,14
2019,"offense,passing",241,Naman Alemada,Junior,"South Fayette (McDonald, PA)","(McDonald, PA)",QB,2954,246.2,191,291,.656,32,10,121.4,12
2019,"offense,passing",242,Pierson Allison,Senior,"Union County (Blairsville, GA)","(Blairsville, GA)","QB, SS",2954,268.5,179,288,.622,28,7,118.9,11
2019,"offense,passing",243,Micah Beard,Senior,"Northern Virginia HomeSchool (Manassas, VA)","(Manassas, VA)","QB, MLB",2953,246.1,203,359,.565,37,7,109.7,12
2019,"offense,passing",244,Johnny Gilchrist,Junior,"Riverside (Taylor, PA)","(Taylor, PA)",QB,2952,268.4,202,360,.561,39,11,106.4,11
2019,"offense,passing",245,Jaime Odom,Senior,"Grossmont (El Cajon, CA)","(El Cajon, CA)",QB,2952,246.0,199,338,.589,26,9,102.1,12
2019,"offense,passing",246,Harrison Barker,Senior,"Spain Park (Hoover, AL)","(Hoover, AL)",QB,2946,294.6,232,369,.629,17,16,85.0,10
2019,"offense,passing",247,Nate Glantz,Senior,"Bellevue West (Bellevue, NE)","(Bellevue, NE)",QB,2943,226.4,195,280,.696,36,1,142.0,13
2019,"offense,passing",248,Hudson Beers,Junior,"Justin-Siena (Napa, CA)","(Napa, CA)",QB,2942,245.2,172,286,.601,30,13,111.1,12
2019,"offense,passing",249,Tee Webb,Senior,Cartersville (GA),(GA),"QB, FS",2941,226.2,183,303,.604,27,4,117.1,13
2019,"offense,passing",250,Tommy Mellott,Senior,Butte (MT),(MT),QB,2940,245.0,191,300,.637,30,4,123.8,12
2019,"offense,passing",301,Vann Wilkins,Junior,Lower Lake (CA),(CA),"QB, DB",2807,255.2,169,281,.601,36,10,118.6,11
2019,"offense,passing",302,Ben Gulbranson,Senior,Newbury Park (CA),(CA),QB,2803,280.3,182,334,.545,29,12,96.4,10
2019,"offense,passing",303,Trey Dezern,Senior,"Starmount (Boonville, NC)","(Boonville, NC)",,2800,215.4,200,351,.570,28,18,88.0,13
2019,"offense,passing",304,Ty Walton,Sophomore,"East Union (Blue Springs, MS)","(Blue Springs, MS)",QB,2800,233.3,151,279,.541,38,14,107.7,12
2019,"offense,passing",305,Shane houston Stephens,Senior,"Pillow Academy (Greenwood, MS)","(Greenwood, MS)",QB,2799,233.3,190,313,.607,30,9,109.9,12
2019,"offense,passing",306,Braxton Vickers,Senior,Llano (TX),(TX),"QB, CB",2799,233.3,146,259,.564,36,9,119.2,12
2019,"offense,passing",307,Carter Weierman,Senior,Woods Cross (UT),(UT),QB,2795,279.5,221,337,.656,24,10,102.7,10
2019,"offense,passing",308,Zach Johnson,Senior,"Hart (Newhall, CA)","(Newhall, CA)",QB,2788,232.3,221,371,.596,27,13,92.7,12
2019,"offense,passing",309,Keith Baker,Junior,"Green Oaks (Shreveport, LA)","(Shreveport, LA)",QB,2785,232.1,169,298,.567,23,10,100.0,12
2019,"offense,passing",310,Will Daniel,Junior,"First Baptist School (Charleston, SC)","(Charleston, SC)",QB,2779,252.6,159,265,.600,21,8,109.6,11
2019,"offense,passing",311,Luke  Goode,Junior,"Homestead (Fort Wayne, IN)","(Fort Wayne, IN)",QB,2778,231.5,175,286,.612,27,2,122.1,12
2019,"offense,passing",312,Canaan Mobley,Junior,"Edgewater (Orlando, FL)","(Orlando, FL)",QB,2777,185.1,174,289,.602,27,8,111.9,15
2019,"offense,passing",313,Hess Horne,Junior,Eufaula (AL),(AL),QB,2763,230.3,191,301,.635,32,9,116.2,12
2019,"offense,passing",314,Blake Tash,Senior,Joplin (MO),(MO),QB,2760,197.1,194,257,.755,31,3,144.5,14
2019,"offense,passing",315,Jackson Pavitt,Senior,"Cardinal Newman (Santa Rosa, CA)","(Santa Rosa, CA)","QB, FS",2750,183.3,200,292,.685,30,2,129.8,15
2019,"offense,passing",316,Keegan Stancato,Senior,"Mountain Ridge (Glendale, AZ)","(Glendale, AZ)",QB,2750,250.0,191,343,.557,26,14,90.2,11
2019,"offense,passing",317,Parker Navarro,Senior,"Desert Vista (Phoenix, AZ)","(Phoenix, AZ)",QB,2749,211.5,170,265,.642,29,6,125.8,13
2019,"offense,passing",318,Derek Pearse,Senior,Post Falls (ID),(ID),QB,2745,274.5,198,335,.591,27,9,101.2,10
2019,"offense,passing",319,Joshua Ervin,Junior,Red Oak (TX),(TX),QB,2745,211.2,142,203,.700,39,5,141.8,13
2019,"offense,passing",320,Kamal Gray,Senior,"Pope John Paul II (Royersford, PA)","(Royersford, PA)",QB,2744,211.1,184,312,.590,38,8,116.8,13
2019,"offense,passing",321,Samein Burwell,Senior,"Vance County (Henderson, NC)","(Henderson, NC)","QB, S",2739,228.3,185,342,.541,33,16,93.2,12
2019,"offense,passing",322,Ethan Mcbrayer,Junior,Godley (TX),(TX),QB,2738,248.9,159,276,.576,33,5,123.5,11
2019,"offense,passing",323,Ryle Aguila,Senior,"Champagnat Catholic (Hialeah, FL)","(Hialeah, FL)",QB,2737,210.5,181,254,.713,25,7,127.7,13
2019,"offense,passing",324,Brandon Nieto,Senior,"Mountain View (Mesa, AZ)","(Mesa, AZ)",QB,2728,227.3,163,261,.625,24,6,118.8,12
2019,"offense,passing",325,Braden Plyler,Junior,Pottsboro (TX),(TX),"QB, FS",2725,181.7,177,274,.646,30,7,123.2,15
2019,"offense,passing",326,Walker McBryde,Senior,Stratford (TX),(TX),,2719,181.3,192,291,.660,33,12,116.6,15
2019,"offense,passing",327,Lucas Lenhoff,Sophomore,"Cathedral (Los Angeles, CA)","(Los Angeles, CA)",QB,2718,247.1,179,310,.577,18,12,90.0,11
2019,"offense,passing",328,Trapper Pannell,Senior,"Tivy (Kerrville, TX)","(Kerrville, TX)","QB, WR",2714,226.2,196,320,.612,33,6,115.0,12
2019,"offense,passing",329,Anthony Grigsby jr,Junior,"Cosumnes Oaks (Elk Grove, CA)","(Elk Grove, CA)",QB,2713,193.8,197,334,.590,30,12,100.1,14
2019,"offense,passing",330,Brody Whitson,Junior,"T.C. Roberson (Asheville, NC)","(Asheville, NC)","QB, DB",2708,225.7,201,359,.560,24,14,86.2,12
2019,"offense,passing",331,Jacob Golan,Junior,"Dr. Krop (Miami, FL)","(Miami, FL)",QB,2706,246.0,120,181,.663,29,6,135.2,11
2019,"offense,passing",332,Kaden Buza,Senior,"Millbrook (Winchester, VA)","(Winchester, VA)","QB, CB",2705,245.9,164,290,.566,26,6,109.3,11
2019,"offense,passing",333,Marlon Windham,Senior,"Noxubee County (Macon, MS)","(Macon, MS)","QB, OLB",2704,169.0,206,383,.538,16,14,75.0,16
2019,"offense,passing",334,Cole Andrus,Junior,Jourdanton (TX),(TX),QB,2702,225.2,178,282,.631,38,4,128.3,12
2019,"offense,passing",335,Jackson Hardy,Senior,"Greater Atlanta Christian (Norcross, GA)","(Norcross, GA)",QB,2701,192.9,166,267,.622,27,8,117.3,14
2019,"offense,passing",336,Tristan Szabo,Junior,"Spanish Springs (Sparks, NV)","(Sparks, NV)","QB, FS",2700,225.0,180,322,.559,37,12,106.4,12
2019,"offense,passing",337,Zach Gillespie,Senior,"Lansing Catholic (Lansing, MI)","(Lansing, MI)","QB, WR",2698,192.7,137,232,.591,27,9,122.4,14
2019,"offense,passing",338,Malachi Brown,Junior,"San Angelo Central (San Angelo, TX)","(San Angelo, TX)",QB,2697,245.2,218,373,.584,26,14,88.5,11
2019,"offense,passing",339,Daedrick Cail,Junior,Marion (AR),(AR),QB,2695,269.5,181,304,.595,30,11,106.5,10
2019,"offense,passing",340,Jake Miller,Junior,"Berryhill (Tulsa, OK)","(Tulsa, OK)","QB, WR",2693,244.8,143,245,.584,33,10,119.1,11
2019,"offense,passing",341,Justus Mccomb,Junior,"Granite Hills (El Cajon, CA)","(El Cajon, CA)",QB,2691,244.6,195,323,.604,24,12,96.4,11
2019,"offense,passing",342,Tyler Buescher,Sophomore,West Jefferson (OH),(OH),"QB, DB",2690,192.1,152,211,.720,32,2,149.8,14
2019,"offense,passing",343,Jalen Milroe,Junior,"Tompkins (Katy, TX)","(Katy, TX)",QB,2689,206.8,131,212,.618,29,8,129.5,13
2019,"offense,passing",344,Trent Calvert,Sophomore,Dos Palos (CA),(CA),"QB, MLB",2688,192.0,154,262,.588,32,9,119.1,14
2019,"offense,passing",345,Bryce Herb,Junior,"Williams Valley (Tower City, PA)","(Tower City, PA)","QB, DB",2688,224.0,140,285,.491,37,17,97.0,12
2019,"offense,passing",346,Casey Perez,Senior,Lovington (NM),(NM),"QB, FS",2686,223.8,171,287,.596,29,4,118.6,12
2019,"offense,passing",347,Nathan Shackelford,Senior,Effingham (IL),(IL),"QB, WR",2685,206.5,158,235,.672,34,7,132.9,13
2019,"offense,passing",348,Seth Courtney,Senior,DeWitt (AR),(AR),"QB, FS",2682,223.5,177,332,.533,25,12,90.2,12
2019,"offense,passing",349,Kurt Taylor,Junior,"Warren (Vincent, OH)","(Vincent, OH)",QB,2680,268.0,189,296,.639,27,11,107.9,10
2019,"offense,passing",350,Damon Yost,Senior,Pottsville (PA),(PA),"QB, DB",2678,191.3,163,258,.632,36,9,123.0,14
2019,"offense,passing",251,Walker Brickle,Senior,"Ralston Valley (Arvada, CO)","(Arvada, CO)",QB,2937,225.9,199,304,.655,34,8,123.2,13
2019,"offense,passing",252,Seth Henigan,Junior,"Ryan (Denton, TX)","(Denton, TX)",QB,2931,209.4,180,265,.679,35,8,131.8,14
2019,"offense,passing",253,Josh Hoover,Sophomore,"Rockwall-Heath (Rockwall, TX)","(Rockwall, TX)",QB,2926,292.6,188,307,.612,32,7,118.1,10
2019,"offense,passing",254,Mario Garza,Senior,Rio Grande City (TX),(TX),QB,2918,265.3,230,331,.695,34,6,123.4,11
2019,"offense,passing",255,A V Smith,Senior,"Escambia (Pensacola, FL)","(Pensacola, FL)",QB,2918,194.5,166,243,.683,31,7,136.6,15
2019,"offense,passing",256,Tye Saxby,Junior,"Hertford County (Ahoskie, NC)","(Ahoskie, NC)",QB,2911,207.9,196,314,.624,36,4,125.6,14
2019,"offense,passing",257,Ryan Powell,Junior,Miami (AZ),(AZ),"QB, MLB",2911,264.6,129,222,.581,32,10,123.4,11
2019,"offense,passing",258,Will Lenard,Junior,"Northern Guilford (Greensboro, NC)","(Greensboro, NC)",QB,2910,223.8,227,363,.625,27,10,100.9,13
2019,"offense,passing",259,Dawson Phillips,Sophomore,Mooreville (MS),(MS),QB,2903,263.9,181,326,.555,29,20,89.5,11
2019,"offense,passing",260,Andrew Sanborn,Senior,Union (NJ),(NJ),"QB, P",2903,223.3,164,246,.667,27,4,136.6,13
2019,"offense,passing",261,Jc French,Sophomore,"Wesleyan (Norcross, GA)","(Norcross, GA)",QB,2902,193.5,205,312,.657,32,7,120.4,15
2019,"offense,passing",262,Jared Joseph,Senior,"Ardrey Kell (Charlotte, NC)","(Charlotte, NC)","QB, FS",2902,241.8,202,366,.552,34,7,104.1,12
2019,"offense,passing",263,Kirkland Michaux,Senior,"Westlake (Austin, TX)","(Austin, TX)",QB,2894,192.9,214,307,.697,44,8,128.2,15
2019,"offense,passing",264,Cade Hart,Senior,"Calvary Baptist Academy (Shreveport, LA)","(Shreveport, LA)",QB,2893,241.1,130,187,.695,40,1,149.5,12
2019,"offense,passing",265,Noah Fifita,Sophomore,"Servite (Anaheim, CA)","(Anaheim, CA)",QB,2892,262.9,193,315,.613,37,4,125.3,11
2019,"offense,passing",266,Ty Poorman,Senior,"Master's Academy (Oviedo, FL)","(Oviedo, FL)",QB,2887,262.5,175,299,.585,29,13,105.3,11
2019,"offense,passing",267,Jaris Acklin,Senior,"Liberty (Mountain View, MO)","(Mountain View, MO)",QB,2885,262.3,197,326,.604,31,13,104.4,11
2019,"offense,passing",268,Eli Stowers,Junior,"Guyer (Denton, TX)","(Denton, TX)",QB,2885,180.3,179,275,.651,36,4,133.6,16
2019,"offense,passing",269,Yonaton Isack,Senior,"Piner (Santa Rosa, CA)","(Santa Rosa, CA)",QB,2885,262.3,176,255,.690,48,8,133.3,11
2019,"offense,passing",270,Dakota Fawver,Senior,"Knoxville Central (Knoxville, TN)","(Knoxville, TN)",QB,2879,191.9,212,318,.667,30,6,118.9,15
2019,"offense,passing",271,Joey McCracken,Junior,"Warwick (Lititz, PA)","(Lititz, PA)",QB,2872,220.9,174,284,.613,27,6,118.2,13
2019,"offense,passing",272,Corey Motes,Senior,"Dixon (Holly Ridge, NC)","(Holly Ridge, NC)","QB, SS",2870,260.9,174,323,.539,27,8,101.5,11
2019,"offense,passing",273,Jacolby Criswell,Senior,Morrilton (AR),(AR),"QB, WR",2869,239.1,206,316,.652,27,5,116.1,12
2019,"offense,passing",274,Chris Perkins,Junior,"Overhills (Spring Lake, NC)","(Spring Lake, NC)",QB,2869,260.8,175,282,.621,32,9,120.7,11
2019,"offense,passing",275,Miguel Valdovinos,Senior,"La Joya Community (Avondale, AZ)","(Avondale, AZ)",QB,2867,286.7,170,300,.567,41,5,121.8,10
2019,"offense,passing",276,Cade Larkins,Senior,"David Crockett (Jonesborough, TN)","(Jonesborough, TN)",QB,2859,259.9,200,335,.597,34,7,112.5,11
2019,"offense,passing",277,Leslie Richardson III,Junior,"Smoky Hill (Aurora, CO)","(Aurora, CO)",QB,2858,238.2,167,254,.657,28,8,127.4,12
2019,"offense,passing",278,Gabe Lawrence,Senior,Melbourne (AR),(AR),QB,2856,219.7,195,311,.627,33,14,109.2,13
2019,"offense,passing",279,Rick Roberts,Senior,"Trinity Classical Academy (Valencia, CA)","(Valencia, CA)",QB,2854,285.4,215,309,.696,39,8,127.3,10
2019,"offense,passing",280,Gavin Esquivel,Senior,"Clear Falls (League City, TX)","(League City, TX)",QB,2854,285.4,191,304,.628,30,8,115.5,10
2019,"offense,passing",281,Andrew Butler,Junior,"DePaul Catholic (Wayne, NJ)","(Wayne, NJ)",QB,2853,259.4,181,278,.651,27,6,122.5,11
